SCHUELER_ID	SCHUELER_NAME	BEWERB_ID	BEWERB	ZEIT	DURCHGANG
1020	Bogan	1002	400m Lauf	87.12	3
1041	Kiehn	1002	400m Lauf	80.78	3
1025	Marvin	1002	400m Lauf	81.84	3
1071	Moore	1002	400m Lauf	88.08	3
1040	Wunsch	1002	400m Lauf	79.21	3
1067	Stokes	1002	400m Lauf	69.19	3
1088	Hartmann	1002	400m Lauf	69.89	3
1005	Homenick	1002	400m Lauf	78.99	3
1078	Kulas	1002	400m Lauf	86.96	3
1038	Daniel	1002	400m Lauf	83.94	3
1010	Nitzsche	1002	400m Lauf	81.99	3
1077	Kub	1002	400m Lauf	85.55	3
1037	Stracke	1002	400m Lauf	79.88	3
1085	Torphy	1002	400m Lauf	82.24	3
1015	Champlin	1002	400m Lauf	73.95	3
1018	Koch	1002	400m Lauf	73.61	3
1028	Rutherford	1002	400m Lauf	72.13	3
1051	Kuhic	1002	400m Lauf	85.67	3
1089	Franecki	1002	400m Lauf	85.07	3
1076	Haley	1002	400m Lauf	68.01	3
1094	Torp	1002	400m Lauf	86.13	3
1092	Upton	1002	400m Lauf	86.02	3
1086	DuBuque	1002	400m Lauf	86.37	3
1043	Strosin	1002	400m Lauf	83.26	3
1082	Cummings	1002	400m Lauf	83.61	3
1013	Marks	1002	400m Lauf	88.94	3
1039	Feeney	1002	400m Lauf	67.68	3
1023	Kirlin	1002	400m Lauf	75.99	3
1024	O'Reilly	1002	400m Lauf	82.61	3
1032	Lesch	1002	400m Lauf	79.82	3
1049	Konopelski	1002	400m Lauf	90.26	3
1070	Gulgowski	1002	400m Lauf	81.44	3
1072	Bode	1002	400m Lauf	99.92	3
1046	Bauch	1002	400m Lauf	70.01	3
1100	Beer	1002	400m Lauf	89.14	3
1048	Hagenes	1002	400m Lauf	92.82	3
1084	Gaylord	1002	400m Lauf	77.71	3
1065	Rolfson	1002	400m Lauf	65.15	3
1058	Wiegand	1002	400m Lauf	75.01	3
1083	Kunze	1002	400m Lauf	94.85	3
1053	Stroman	1002	400m Lauf	69.11	3
1045	Heathcote	1002	400m Lauf	84.20	3
1009	Lueilwitz	1002	400m Lauf	75.36	3
1002	Gerlach	1002	400m Lauf	71.55	3
1060	Langworth	1002	400m Lauf	65.97	3
1097	Rice	1002	400m Lauf	80.54	3
1093	Lockman	1002	400m Lauf	73.40	3
1081	Zboncak	1002	400m Lauf	79.73	3
1017	West	1002	400m Lauf	91.21	3
1098	Haley	1002	400m Lauf	75.62	3
1079	Howell	1002	400m Lauf	84.61	3
1035	Runolfsson	1002	400m Lauf	82.86	3
1075	Mosciski	1002	400m Lauf	75.28	3
1061	Swift	1002	400m Lauf	91.21	3
1034	Ruecker	1002	400m Lauf	66.81	3
1033	Upton	1002	400m Lauf	65.91	3
1003	Brekke	1002	400m Lauf	85.44	3
1036	Leffler	1002	400m Lauf	91.97	3
1019	Watsica	1002	400m Lauf	72.35	3
1008	Deckow	1002	400m Lauf	81.87	3
1080	Koelpin	1002	400m Lauf	64.54	3
1059	Dickens	1002	400m Lauf	86.59	3
1096	Hudson	1002	400m Lauf	87.37	3
1091	Goodwin	1002	400m Lauf	76.19	3
1007	Nitzsche	1002	400m Lauf	86.42	3
1073	Toy	1002	400m Lauf	64.59	3
1056	Macejkovic	1002	400m Lauf	85.72	3
1044	Jacobs	1002	400m Lauf	77.73	3
1095	Harvey	1002	400m Lauf	85.07	3
1090	Bernhard	1002	400m Lauf	75.32	3
1062	Ryan	1002	400m Lauf	87.47	3
1029	Kassulke	1002	400m Lauf	71.03	3
1021	Kessler	1002	400m Lauf	79.89	3
1012	Rodriguez	1002	400m Lauf	85.88	3
1055	Doyle	1002	400m Lauf	96.46	3
1042	Mayer	1002	400m Lauf	68.64	3
1087	Hammes	1002	400m Lauf	79.87	3
1052	Purdy	1002	400m Lauf	82.90	3
1063	Gislason	1002	400m Lauf	82.41	3
1015	Champlin	1003	5000m Lauf	957.24	3
1067	Stokes	1003	5000m Lauf	1047.90	3
1059	Dickens	1003	5000m Lauf	1050.12	3
1041	Kiehn	1003	5000m Lauf	1152.10	3
1037	Stracke	1003	5000m Lauf	1026.14	3
1079	Howell	1003	5000m Lauf	1182.23	3
1031	Schumm	1003	5000m Lauf	864.77	3
1035	Runolfsson	1003	5000m Lauf	1202.79	3
1001	Lehner	1003	5000m Lauf	1160.39	3
1009	Lueilwitz	1003	5000m Lauf	1139.41	3
1086	DuBuque	1003	5000m Lauf	947.22	3
1029	Kassulke	1003	5000m Lauf	1135.16	3
1053	Stroman	1003	5000m Lauf	1144.55	3
1089	Franecki	1003	5000m Lauf	1132.77	3
1072	Bode	1003	5000m Lauf	1059.74	3
1096	Hudson	1003	5000m Lauf	1075.96	3
1004	Jacobson	1003	5000m Lauf	1279.91	3
1090	Bernhard	1003	5000m Lauf	1114.79	3
1098	Haley	1003	5000m Lauf	1025.05	3
1048	Hagenes	1003	5000m Lauf	1131.92	3
1022	Botsford	1003	5000m Lauf	785.31	3
1082	Cummings	1003	5000m Lauf	1018.59	3
1011	Walsh	1003	5000m Lauf	1080.38	3
1081	Zboncak	1003	5000m Lauf	941.79	3
1073	Toy	1003	5000m Lauf	1053.61	3
1061	Swift	1003	5000m Lauf	1193.51	3
1070	Gulgowski	1003	5000m Lauf	1195.11	3
1038	Daniel	1003	5000m Lauf	964.68	3
1065	Rolfson	1003	5000m Lauf	1088.20	3
1016	Mayer	1003	5000m Lauf	1050.56	3
1099	Walter	1003	5000m Lauf	1044.35	3
1069	Hayes	1003	5000m Lauf	1061.18	3
1040	Wunsch	1003	5000m Lauf	1323.54	3
1055	Doyle	1003	5000m Lauf	1005.04	3
1036	Leffler	1003	5000m Lauf	1181.82	3
1030	Wiegand	1003	5000m Lauf	1223.19	3
1012	Rodriguez	1003	5000m Lauf	1188.65	3
1063	Gislason	1003	5000m Lauf	960.47	3
1032	Lesch	1003	5000m Lauf	1231.45	3
1025	Marvin	1003	5000m Lauf	1045.97	3
1010	Nitzsche	1003	5000m Lauf	1033.32	3
1085	Torphy	1003	5000m Lauf	1028.70	3
1021	Kessler	1003	5000m Lauf	1081.15	3
1062	Ryan	1003	5000m Lauf	1007.31	3
1095	Harvey	1003	5000m Lauf	1146.17	3
1050	Oberbrunner	1003	5000m Lauf	1221.33	3
1066	Leannon	1003	5000m Lauf	1018.24	3
1044	Jacobs	1003	5000m Lauf	1183.36	3
1091	Goodwin	1003	5000m Lauf	931.70	3
1092	Upton	1003	5000m Lauf	1076.23	3
1042	Mayer	1003	5000m Lauf	1051.66	3
1026	West	1003	5000m Lauf	1106.24	3
1078	Kulas	1003	5000m Lauf	1021.15	3
1002	Gerlach	1003	5000m Lauf	1019.72	3
1043	Strosin	1003	5000m Lauf	1114.54	3
1033	Upton	1003	5000m Lauf	1222.64	3
1094	Torp	1003	5000m Lauf	1234.13	3
1093	Lockman	1003	5000m Lauf	1025.79	3
1018	Koch	1003	5000m Lauf	1056.27	3
1045	Heathcote	1003	5000m Lauf	1085.79	3
1068	Nikolaus	1003	5000m Lauf	1301.14	3
1047	Koepp	1003	5000m Lauf	1245.42	3
1046	Bauch	1003	5000m Lauf	1062.83	3
1052	Purdy	1003	5000m Lauf	1066.96	3
1064	Kessler	1003	5000m Lauf	1052.66	3
1076	Haley	1003	5000m Lauf	1164.23	3
1039	Feeney	1003	5000m Lauf	1141.34	3
1017	West	1003	5000m Lauf	1089.86	3
1060	Langworth	1003	5000m Lauf	1211.96	3
1058	Wiegand	1003	5000m Lauf	1096.85	3
1051	Kuhic	1003	5000m Lauf	1134.66	3
1097	Rice	1003	5000m Lauf	1212.47	3
1083	Kunze	1003	5000m Lauf	1148.25	3
1071	Moore	1003	5000m Lauf	1267.58	3
1008	Deckow	1003	5000m Lauf	1055.22	3
1034	Ruecker	1003	5000m Lauf	1172.02	3
1013	Marks	1003	5000m Lauf	1191.66	3
1014	Harber	1003	5000m Lauf	1018.55	3
1005	Homenick	1003	5000m Lauf	1075.68	3
1049	Konopelski	1003	5000m Lauf	1092.17	3
